customer_id,item,amount_usd,date_purchase,rating,payment_method,date_purchase,year,month,day,weekday
4049,trench coat,170.0,13-07-2023,3.0,cash,2023-07-13,2023,7,13,Thursday
4063,hoodie,173.0,23-06-2023,2.1,credit card,2023-06-23,2023,6,23,Friday
3996,belt,60.0,04-03-2023,2.3,credit card,2023-03-04,2023,3,4,Saturday
4030,camisole,,25-10-2022,3.0,credit card,2022-10-25,2022,10,25,Tuesday
3989,overalls,148.0,19-05-2023,4.1,credit card,2023-05-19,2023,5,19,Friday
3991,blazer,145.0,03-05-2023,4.5,credit card,2023-05-03,2023,5,3,Wednesday
3959,coat,163.0,09-05-2023,3.5,credit card,2023-05-09,2023,5,9,Tuesday
3975,camisole,14.0,07-02-2023,3.5,cash,2023-02-07,2023,2,7,Tuesday
4122,socks,,10-12-2022,3.0,credit card,2022-12-10,2022,12,10,Saturday
3961,boots,88.0,07-10-2022,1.2,cash,2022-10-07,2022,10,7,Friday
3993,belt,71.0,18-05-2023,4.4,credit card,2023-05-18,2023,5,18,Thursday
4081,hat,30.0,01-09-2023,1.2,credit card,2023-09-01,2023,9,1,Friday
4068,loafers,,13-04-2023,1.2,credit card,2023-04-13,2023,4,13,Thursday
3991,boots,27.0,16-09-2023,2.0,credit card,2023-09-16,2023,9,16,Saturday
3978,blazer,146.0,15-01-2023,3.7,credit card,2023-01-15,2023,1,15,Sunday
3992,cardigan,42.0,14-12-2022,2.4,credit card,2022-12-14,2022,12,14,Wednesday
4121,sunglasses,150.0,03-06-2023,3.4,credit card,2023-06-03,2023,6,3,Saturday
4063,bowtie,,05-11-2022,1.3,credit card,2022-11-05,2022,11,5,Saturday
4073,handbag,165.0,28-09-2023,3.0,credit card,2023-09-28,2023,9,28,Thursday
4111,socks,64.0,15-01-2023,2.3,credit card,2023-01-15,2023,1,15,Sunday
4065,sneakers,196.0,24-03-2023,4.3,credit card,2023-03-24,2023,3,24,Friday
4116,onesie,192.0,16-01-2023,3.6,credit card,2023-01-16,2023,1,16,Monday
4003,hoodie,181.0,09-07-2023,1.6,credit card,2023-07-09,2023,7,9,Sunday
4073,swimsuit,122.0,25-04-2023,4.2,credit card,2023-04-25,2023,4,25,Tuesday
4087,vest,125.0,02-06-2023,2.6,credit card,2023-06-02,2023,6,2,Friday
4065,pajamas,,03-05-2023,2.9,credit card,2023-05-03,2023,5,3,Wednesday
4098,coat,96.0,21-09-2023,3.5,credit card,2023-09-21,2023,9,21,Thursday
4072,onesie,,11-12-2022,1.2,cash,2022-12-11,2022,12,11,Sunday
4055,bowtie,160.0,03-04-2023,4.6,cash,2023-04-03,2023,4,3,Monday
4047,belt,28.0,07-08-2023,3.0,cash,2023-08-07,2023,8,7,Monday
4014,trench coat,25.0,05-12-2022,4.2,cash,2022-12-05,2022,12,5,Monday
4004,flip-flops,18.0,21-01-2023,4.1,credit card,2023-01-21,2023,1,21,Saturday
4065,poncho,28.0,29-06-2023,3.3,credit card,2023-06-29,2023,6,29,Thursday
4111,belt,81.0,10-05-2023,1.9,credit card,2023-05-10,2023,5,10,Wednesday
3958,tunic,64.0,17-06-2023,1.1,cash,2023-06-17,2023,6,17,Saturday
4104,pants,195.0,02-06-2023,2.5,cash,2023-06-02,2023,6,2,Friday
4084,onesie,156.0,08-08-2023,1.3,credit card,2023-08-08,2023,8,8,Tuesday
4017,jeans,72.0,28-10-2022,3.0,credit card,2022-10-28,2022,10,28,Friday
4085,tunic,114.0,28-04-2023,1.9,credit card,2023-04-28,2023,4,28,Friday
4025,pajamas,,10-09-2023,3.3,cash,2023-09-10,2023,9,10,Sunday
4062,belt,,22-09-2023,2.7,credit card,2023-09-22,2023,9,22,Friday
4096,hoodie,118.0,17-10-2022,4.4,cash,2022-10-17,2022,10,17,Monday
4104,tunic,196.0,13-02-2023,1.2,cash,2023-02-13,2023,2,13,Monday
4050,blazer,,23-06-2023,3.1,credit card,2023-06-23,2023,6,23,Friday
3965,loafers,175.0,26-06-2023,2.1,cash,2023-06-26,2023,6,26,Monday
3966,polo shirt,,21-04-2023,2.2,credit card,2023-04-21,2023,4,21,Friday
4102,pants,96.0,31-07-2023,2.0,credit card,2023-07-31,2023,7,31,Monday
4080,sun hat,37.0,14-09-2023,2.4,cash,2023-09-14,2023,9,14,Thursday
4051,camisole,58.0,29-01-2023,4.0,cash,2023-01-29,2023,1,29,Sunday
3985,hat,45.0,31-12-2022,2.0,credit card,2022-12-31,2022,12,31,Saturday
4105,sandals,81.0,31-10-2022,4.5,credit card,2022-10-31,2022,10,31,Monday
4080,pajamas,29.0,22-09-2023,2.4,credit card,2023-09-22,2023,9,22,Friday
3977,overalls,150.0,22-03-2023,4.7,cash,2023-03-22,2023,3,22,Wednesday
3993,blazer,,09-04-2023,3.4,cash,2023-04-09,2023,4,9,Sunday
4091,overalls,148.0,30-01-2023,2.7,cash,2023-01-30,2023,1,30,Monday
4028,cardigan,33.0,11-02-2023,4.3,credit card,2023-02-11,2023,2,11,Saturday
4076,pajamas,70.0,05-10-2022,3.2,credit card,2022-10-05,2022,10,5,Wednesday
4089,sun hat,,28-03-2023,2.6,cash,2023-03-28,2023,3,28,Tuesday
3977,loafers,64.0,15-10-2022,1.6,cash,2022-10-15,2022,10,15,Saturday
4090,onesie,25.0,18-09-2023,2.1,cash,2023-09-18,2023,9,18,Monday
4113,jacket,,27-06-2023,1.3,cash,2023-06-27,2023,6,27,Tuesday
3979,trousers,,07-08-2023,4.9,credit card,2023-08-07,2023,8,7,Monday
4019,blouse,126.0,15-12-2022,3.5,credit card,2022-12-15,2022,12,15,Thursday
4077,romper,188.0,01-06-2023,4.6,credit card,2023-06-01,2023,6,1,Thursday
4118,onesie,152.0,12-01-2023,1.1,credit card,2023-01-12,2023,1,12,Thursday
3976,socks,134.0,24-07-2023,2.1,credit card,2023-07-24,2023,7,24,Monday
4119,pants,,04-05-2023,4.7,cash,2023-05-04,2023,5,4,Thursday
4095,socks,24.0,13-11-2022,1.5,cash,2022-11-13,2022,11,13,Sunday
4105,t-shirt,148.0,18-03-2023,3.0,credit card,2023-03-18,2023,3,18,Saturday
4036,t-shirt,,03-08-2023,3.8,credit card,2023-08-03,2023,8,3,Thursday
4113,trench coat,22.0,20-05-2023,1.5,cash,2023-05-20,2023,5,20,Saturday
3970,camisole,138.0,09-05-2023,4.7,cash,2023-05-09,2023,5,9,Tuesday
4044,camisole,145.0,10-02-2023,2.4,cash,2023-02-10,2023,2,10,Friday
4093,swimsuit,,06-10-2022,3.2,cash,2022-10-06,2022,10,6,Thursday
3959,kimono,30.0,11-03-2023,1.5,cash,2023-03-11,2023,3,11,Saturday
4077,vest,27.0,08-01-2023,4.6,credit card,2023-01-08,2023,1,8,Sunday
4073,tie,182.0,16-09-2023,3.5,cash,2023-09-16,2023,9,16,Saturday
4088,vest,113.0,02-09-2023,1.2,credit card,2023-09-02,2023,9,2,Saturday
4077,poncho,,15-03-2023,2.4,credit card,2023-03-15,2023,3,15,Wednesday
4103,swimsuit,73.0,30-04-2023,2.6,cash,2023-04-30,2023,4,30,Sunday
4041,pajamas,20.0,20-05-2023,4.3,cash,2023-05-20,2023,5,20,Saturday
4064,kimono,117.0,31-10-2022,2.9,cash,2022-10-31,2022,10,31,Monday
4047,blazer,154.0,01-06-2023,1.7,cash,2023-06-01,2023,6,1,Thursday
4032,backpack,76.0,15-06-2023,4.7,cash,2023-06-15,2023,6,15,Thursday
4031,slippers,193.0,02-08-2023,1.3,credit card,2023-08-02,2023,8,2,Wednesday
3999,jacket,77.0,27-05-2023,3.4,credit card,2023-05-27,2023,5,27,Saturday
3966,tie,181.0,14-06-2023,3.6,credit card,2023-06-14,2023,6,14,Wednesday
4109,dress,127.0,30-09-2023,2.8,cash,2023-09-30,2023,9,30,Saturday
4034,shorts,28.0,24-03-2023,3.4,cash,2023-03-24,2023,3,24,Friday
4101,pajamas,,27-03-2023,1.4,cash,2023-03-27,2023,3,27,Monday
4023,sunglasses,154.0,09-02-2023,2.4,credit card,2023-02-09,2023,2,9,Thursday
3972,coat,28.0,22-12-2022,4.6,credit card,2022-12-22,2022,12,22,Thursday
4118,socks,139.0,13-05-2023,4.4,credit card,2023-05-13,2023,5,13,Saturday
4078,tunic,99.0,10-11-2022,2.3,cash,2022-11-10,2022,11,10,Thursday
4105,belt,72.0,29-07-2023,1.7,credit card,2023-07-29,2023,7,29,Saturday
4000,sandals,50.0,27-09-2023,4.3,cash,2023-09-27,2023,9,27,Wednesday
4103,jumpsuit,149.0,16-10-2022,5.0,cash,2022-10-16,2022,10,16,Sunday
3970,tunic,166.0,02-02-2023,3.1,credit card,2023-02-02,2023,2,2,Thursday
4031,camisole,177.0,28-06-2023,3.5,cash,2023-06-28,2023,6,28,Wednesday
4116,raincoat,180.0,11-02-2023,3.0,cash,2023-02-11,2023,2,11,Saturday
3963,trench coat,86.0,16-12-2022,1.5,cash,2022-12-16,2022,12,16,Friday
4030,romper,36.0,02-01-2023,2.8,credit card,2023-01-02,2023,1,2,Monday
4081,kimono,44.0,03-06-2023,2.2,credit card,2023-06-03,2023,6,3,Saturday
3978,handbag,37.0,17-01-2023,5.0,cash,2023-01-17,2023,1,17,Tuesday
3989,tank top,49.0,26-04-2023,4.7,credit card,2023-04-26,2023,4,26,Wednesday
4086,swimsuit,164.0,07-12-2022,1.6,cash,2022-12-07,2022,12,7,Wednesday
3976,tank top,97.0,23-05-2023,4.4,cash,2023-05-23,2023,5,23,Tuesday
4028,sweater,172.0,15-01-2023,1.1,credit card,2023-01-15,2023,1,15,Sunday
4021,backpack,139.0,02-01-2023,4.8,cash,2023-01-02,2023,1,2,Monday
3990,pajamas,23.0,01-11-2022,4.2,credit card,2022-11-01,2022,11,1,Tuesday
4114,belt,,28-09-2023,3.0,cash,2023-09-28,2023,9,28,Thursday
4028,poncho,80.0,31-12-2022,1.1,cash,2022-12-31,2022,12,31,Saturday
4027,boots,,30-12-2022,4.8,credit card,2022-12-30,2022,12,30,Friday
4022,boots,43.0,27-08-2023,3.9,cash,2023-08-27,2023,8,27,Sunday
3960,onesie,77.0,16-12-2022,4.3,cash,2022-12-16,2022,12,16,Friday
3985,dress,,05-06-2023,1.4,credit card,2023-06-05,2023,6,5,Monday
4111,swimsuit,190.0,23-11-2022,4.4,credit card,2022-11-23,2022,11,23,Wednesday
4001,handbag,12.0,25-11-2022,2.7,cash,2022-11-25,2022,11,25,Friday
4108,romper,,09-11-2022,4.5,credit card,2022-11-09,2022,11,9,Wednesday
3995,umbrella,186.0,27-05-2023,3.9,cash,2023-05-27,2023,5,27,Saturday
4071,jeans,149.0,09-04-2023,2.4,cash,2023-04-09,2023,4,9,Sunday
4051,tank top,,31-08-2023,3.0,credit card,2023-08-31,2023,8,31,Thursday
4001,wallet,151.0,09-06-2023,3.9,cash,2023-06-09,2023,6,9,Friday
4023,backpack,,08-05-2023,3.0,credit card,2023-05-08,2023,5,8,Monday
4017,pants,,08-08-2023,3.5,cash,2023-08-08,2023,8,8,Tuesday
4081,sandals,20.0,02-12-2022,4.1,cash,2022-12-02,2022,12,2,Friday
4003,loafers,63.0,10-06-2023,2.3,credit card,2023-06-10,2023,6,10,Saturday
4092,overalls,180.0,25-11-2022,2.7,cash,2022-11-25,2022,11,25,Friday
3965,umbrella,,06-05-2023,4.2,cash,2023-05-06,2023,5,6,Saturday
4044,pants,114.0,25-12-2022,4.4,credit card,2022-12-25,2022,12,25,Sunday
3978,sandals,49.0,31-10-2022,4.5,cash,2022-10-31,2022,10,31,Monday
3994,boots,70.0,01-03-2023,3.0,cash,2023-03-01,2023,3,1,Wednesday
4109,loafers,55.0,21-12-2022,1.0,credit card,2022-12-21,2022,12,21,Wednesday
3996,slippers,16.0,13-08-2023,2.5,credit card,2023-08-13,2023,8,13,Sunday
4083,wallet,,07-07-2023,3.7,credit card,2023-07-07,2023,7,7,Friday
4062,coat,115.0,10-04-2023,1.6,credit card,2023-04-10,2023,4,10,Monday
4055,t-shirt,198.0,29-11-2022,3.9,credit card,2022-11-29,2022,11,29,Tuesday
4017,shorts,78.0,26-02-2023,1.8,credit card,2023-02-26,2023,2,26,Sunday
4069,jumpsuit,,16-02-2023,4.8,cash,2023-02-16,2023,2,16,Thursday
4120,hoodie,107.0,11-07-2023,4.0,cash,2023-07-11,2023,7,11,Tuesday
3999,backpack,130.0,26-04-2023,3.0,cash,2023-04-26,2023,4,26,Wednesday
4010,romper,127.0,24-07-2023,3.0,credit card,2023-07-24,2023,7,24,Monday
4104,pajamas,68.0,12-07-2023,1.8,cash,2023-07-12,2023,7,12,Wednesday
4045,vest,178.0,29-01-2023,2.7,credit card,2023-01-29,2023,1,29,Sunday
3970,romper,,18-10-2022,2.5,cash,2022-10-18,2022,10,18,Tuesday
4121,slippers,27.0,11-04-2023,3.6,credit card,2023-04-11,2023,4,11,Tuesday
4024,hoodie,81.0,30-12-2022,3.6,credit card,2022-12-30,2022,12,30,Friday
3986,flannel shirt,140.0,24-11-2022,2.2,cash,2022-11-24,2022,11,24,Thursday
3970,socks,147.0,07-05-2023,2.2,credit card,2023-05-07,2023,5,7,Sunday
3999,belt,17.0,25-07-2023,4.2,credit card,2023-07-25,2023,7,25,Tuesday
4075,coat,,06-10-2022,2.4,cash,2022-10-06,2022,10,6,Thursday
4059,belt,55.0,16-01-2023,1.4,cash,2023-01-16,2023,1,16,Monday
4078,sandals,77.0,28-07-2023,4.5,cash,2023-07-28,2023,7,28,Friday
4034,tank top,,01-01-2023,2.1,cash,2023-01-01,2023,1,1,Sunday
4078,blazer,98.0,05-01-2023,2.3,credit card,2023-01-05,2023,1,5,Thursday
4093,trench coat,90.0,17-10-2022,1.5,cash,2022-10-17,2022,10,17,Monday
4016,polo shirt,140.0,02-01-2023,2.3,cash,2023-01-02,2023,1,2,Monday
4054,wallet,,01-05-2023,3.8,cash,2023-05-01,2023,5,1,Monday
4056,pajamas,58.0,20-07-2023,4.1,cash,2023-07-20,2023,7,20,Thursday
4078,slippers,191.0,10-07-2023,4.2,credit card,2023-07-10,2023,7,10,Monday
4024,blazer,143.0,09-10-2022,2.6,credit card,2022-10-09,2022,10,9,Sunday
3994,camisole,147.0,19-11-2022,2.2,cash,2022-11-19,2022,11,19,Saturday
4092,tie,199.0,15-02-2023,4.6,cash,2023-02-15,2023,2,15,Wednesday
4068,tunic,60.0,04-01-2023,1.2,cash,2023-01-04,2023,1,4,Wednesday
3960,camisole,27.0,14-09-2023,2.0,credit card,2023-09-14,2023,9,14,Thursday
4030,hoodie,94.0,23-04-2023,2.6,credit card,2023-04-23,2023,4,23,Sunday
4071,skirt,179.0,16-02-2023,2.6,credit card,2023-02-16,2023,2,16,Thursday
4054,handbag,194.0,12-06-2023,2.1,credit card,2023-06-12,2023,6,12,Monday
4037,sunglasses,139.0,10-11-2022,2.4,cash,2022-11-10,2022,11,10,Thursday
4092,jumpsuit,114.0,02-11-2022,2.2,credit card,2022-11-02,2022,11,2,Wednesday
3967,raincoat,188.0,06-05-2023,3.3,cash,2023-05-06,2023,5,6,Saturday
3981,pants,42.0,08-07-2023,1.8,credit card,2023-07-08,2023,7,8,Saturday
4093,sneakers,,14-10-2022,4.8,cash,2022-10-14,2022,10,14,Friday
4120,poncho,107.0,07-11-2022,2.3,cash,2022-11-07,2022,11,7,Monday
4047,scarf,54.0,20-05-2023,1.1,credit card,2023-05-20,2023,5,20,Saturday
4067,poncho,87.0,27-05-2023,4.2,credit card,2023-05-27,2023,5,27,Saturday
4113,vest,10.0,11-10-2022,3.0,credit card,2022-10-11,2022,10,11,Tuesday
4026,tank top,63.0,20-01-2023,4.6,cash,2023-01-20,2023,1,20,Friday
4042,blazer,158.0,12-11-2022,3.2,cash,2022-11-12,2022,11,12,Saturday
4026,t-shirt,92.0,24-04-2023,3.1,credit card,2023-04-24,2023,4,24,Monday
4025,coat,123.0,09-01-2023,1.8,cash,2023-01-09,2023,1,9,Monday
3982,kimono,140.0,18-05-2023,3.1,credit card,2023-05-18,2023,5,18,Thursday
4022,t-shirt,198.0,22-10-2022,1.9,cash,2022-10-22,2022,10,22,Saturday
4106,skirt,,26-03-2023,4.6,cash,2023-03-26,2023,3,26,Sunday
4057,jacket,,17-09-2023,1.9,cash,2023-09-17,2023,9,17,Sunday
4075,jumpsuit,172.0,07-10-2022,4.8,credit card,2022-10-07,2022,10,7,Friday
4018,tank top,33.0,18-10-2022,3.0,credit card,2022-10-18,2022,10,18,Tuesday
4107,tie,70.0,28-02-2023,3.0,cash,2023-02-28,2023,2,28,Tuesday
4006,flannel shirt,67.0,27-07-2023,1.4,cash,2023-07-27,2023,7,27,Thursday
4090,tie,47.0,11-01-2023,2.9,cash,2023-01-11,2023,1,11,Wednesday
4043,backpack,,16-01-2023,2.2,cash,2023-01-16,2023,1,16,Monday
4003,cardigan,131.0,04-01-2023,4.1,credit card,2023-01-04,2023,1,4,Wednesday
4037,camisole,28.0,01-05-2023,2.1,cash,2023-05-01,2023,5,1,Monday
4097,belt,171.0,24-05-2023,4.1,cash,2023-05-24,2023,5,24,Wednesday
3959,coat,193.0,03-01-2023,1.5,credit card,2023-01-03,2023,1,3,Tuesday
3959,hat,136.0,08-02-2023,2.1,credit card,2023-02-08,2023,2,8,Wednesday
3974,swimsuit,47.0,22-02-2023,3.0,credit card,2023-02-22,2023,2,22,Wednesday
3960,hat,11.0,12-04-2023,3.0,credit card,2023-04-12,2023,4,12,Wednesday
4062,romper,37.0,24-07-2023,4.0,cash,2023-07-24,2023,7,24,Monday
3982,blouse,66.0,24-01-2023,1.1,cash,2023-01-24,2023,1,24,Tuesday
4091,socks,,28-11-2022,3.4,credit card,2022-11-28,2022,11,28,Monday
3983,kimono,142.0,15-05-2023,3.9,credit card,2023-05-15,2023,5,15,Monday
4071,hat,152.0,22-12-2022,1.8,credit card,2022-12-22,2022,12,22,Thursday
4046,trench coat,41.0,17-07-2023,2.2,credit card,2023-07-17,2023,7,17,Monday
4013,shorts,128.0,21-02-2023,3.0,cash,2023-02-21,2023,2,21,Tuesday
4029,bowtie,153.0,17-05-2023,3.0,credit card,2023-05-17,2023,5,17,Wednesday
4021,sunglasses,123.0,11-05-2023,1.8,cash,2023-05-11,2023,5,11,Thursday
4006,scarf,194.0,02-02-2023,3.6,cash,2023-02-02,2023,2,2,Thursday
3965,hat,119.0,13-07-2023,2.2,cash,2023-07-13,2023,7,13,Thursday
3963,socks,150.0,04-10-2022,3.0,credit card,2022-10-04,2022,10,4,Tuesday
4115,sweater,50.0,05-07-2023,3.2,cash,2023-07-05,2023,7,5,Wednesday
3980,poncho,131.0,23-01-2023,4.6,credit card,2023-01-23,2023,1,23,Monday
3971,hat,73.0,17-07-2023,2.0,credit card,2023-07-17,2023,7,17,Monday
4109,tunic,80.0,18-10-2022,3.0,credit card,2022-10-18,2022,10,18,Tuesday
4012,socks,143.0,23-04-2023,2.6,cash,2023-04-23,2023,4,23,Sunday
